temp,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
29.6,19.9,57.9,0.0,0,0.0,38.9,19.2,138.8,1013.2,22.8,16.0,148.1,12.9,10
30.2,21.4,61.0,0.029,100,4.17,37.3,23.4,133.3,1012.1,36.6,16.0,188.1,16.2,10
31.8,20.7,55.5,0.0,0,0.0,35.0,21.0,155.1,1013.6,33.6,16.0,155.9,13.5,10
32.3,18.4,45.6,0.0,0,0.0,44.6,22.7,172.5,1014.6,7.9,16.0,211.3,18.3,10
32.5,18.4,44.8,0.0,0,0.0,39.2,21.7,174.4,1013.4,9.2,16.0,208.3,18.1,10
33.0,17.7,42.1,0.0,0,0.0,37.1,22.8,173.3,1012.1,19.8,16.0,207.3,17.9,10
33.0,18.9,45.5,0.0,0,0.0,35.3,20.2,173.3,1012.6,16.1,16.0,204.0,17.7,10
33.9,18.9,42.9,0.0,0,0.0,43.7,18.1,177.9,1013.8,17.1,16.0,202.4,17.3,10
34.9,18.5,38.7,0.0,0,0.0,38.9,18.9,339.4,1014.7,34.1,16.0,183.9,15.7,10
33.8,19.0,43.3,0.0,0,0.0,36.8,16.6,42.2,1013.1,14.7,16.0,210.1,18.4,10
32.9,19.4,49.3,0.0,0,0.0,32.4,16.5,87.2,1010.3,4.3,16.0,172.0,15.0,10
33.5,17.5,41.3,0.0,0,0.0,42.8,24.8,65.9,1011.1,11.2,16.0,232.2,20.1,10
34.1,17.3,38.4,0.0,0,0.0,29.5,14.0,77.9,1012.9,19.8,16.0,208.5,18.1,10
30.3,19.1,52.4,0.077,100,4.17,55.4,32.5,148.7,1015.0,35.3,15.9,121.7,10.5,9
30.7,18.5,50.6,0.0,0,0.0,33.6,20.4,126.6,1016.5,17.4,16.0,180.8,15.6,10
31.3,20.1,53.7,0.0,0,0.0,35.3,18.5,159.1,1014.1,21.6,16.0,213.6,18.5,10
33.6,17.8,41.2,0.0,0,0.0,34.0,18.5,186.9,1011.4,34.8,15.6,307.3,26.5,10
34.8,16.6,35.3,0.0,0,0.0,46.4,26.7,193.2,1010.1,17.4,15.5,263.6,22.9,10
34.9,17.8,38.3,0.0,0,0.0,46.4,25.3,188.5,1009.3,13.1,16.0,208.8,18.1,10
34.4,19.6,45.0,0.0,0,0.0,48.3,24.1,182.4,1009.6,28.6,16.0,301.7,26.1,10
33.6,19.9,46.0,0.0,0,0.0,42.5,23.1,172.2,1011.5,51.0,16.0,248.6,21.5,10
32.0,19.3,48.7,0.0,0,0.0,48.9,30.4,142.4,1013.8,49.4,16.0,283.3,24.5,10
31.1,19.4,53.4,0.0,0,0.0,37.1,20.3,163.6,1014.5,25.3,16.0,169.1,14.6,10
32.9,18.3,44.1,0.0,0,0.0,41.0,22.8,186.0,1014.3,21.1,16.0,226.1,19.6,10
33.7,17.5,40.0,0.0,0,0.0,42.5,21.6,180.0,1013.4,21.1,16.0,227.7,19.8,10
33.4,16.8,38.7,0.0,0,0.0,38.5,24.9,176.9,1013.2,20.4,16.0,234.3,20.2,10
33.3,18.7,44.0,0.0,0,0.0,43.1,25.0,178.0,1012.9,25.4,16.0,198.5,17.4,10
33.1,19.0,45.4,0.0,0,0.0,40.7,21.1,177.5,1012.8,16.2,16.0,177.9,15.3,10
32.6,19.6,47.9,0.0,0,0.0,42.5,19.6,174.4,1013.8,28.9,15.9,275.7,23.8,10
32.2,20.3,50.8,0.0,0,0.0,40.0,19.8,166.5,1015.6,52.3,16.0,202.0,17.6,10
33.3,17.9,41.7,0.0,0,0.0,45.0,21.0,179.0,1015.8,37.0,16.0,265.1,22.8,10
32.7,18.2,43.5,0.0,0,0.0,48.1,24.7,164.6,1015.6,33.3,16.0,235.1,20.4,10
33.2,18.2,42.8,0.0,0,0.0,37.9,23.1,180.1,1013.1,22.8,16.0,236.1,20.4,10
33.4,18.6,43.1,0.0,0,0.0,41.6,26.1,182.6,1010.5,19.4,16.0,230.7,20.0,10
32.7,19.0,46.5,0.0,0,0.0,42.8,21.7,172.3,1011.7,27.4,16.0,249.8,21.6,10
33.1,18.0,42.5,0.0,0,0.0,50.7,29.4,153.1,1013.1,24.0,16.0,249.1,21.7,10
30.5,19.9,55.0,0.0,0,0.0,40.7,23.4,149.2,1015.3,20.5,16.0,209.0,17.9,10
31.6,19.1,50.1,0.0,0,0.0,39.6,21.9,171.0,1016.6,21.5,16.0,249.1,21.5,10
32.8,18.7,45.3,0.0,0,0.0,34.7,18.4,170.7,1015.7,29.3,16.0,269.0,23.4,10
30.2,20.3,57.0,3.95,100,16.67,68.4,30.5,161.1,1015.4,49.2,15.7,159.0,13.8,10
28.4,21.5,68.6,2.779,100,16.67,50.7,20.2,147.4,1016.5,43.4,15.4,138.3,11.9,10
29.4,20.4,63.1,0.0,0,0.0,30.3,17.0,71.3,1015.6,32.1,15.7,241.3,20.7,10
30.5,20.5,56.9,0.0,0,0.0,29.5,17.2,83.3,1015.5,37.9,16.0,242.6,20.9,10
31.3,19.4,51.8,0.0,0,0.0,36.7,15.0,97.5,1015.2,18.7,16.0,267.9,23.1,10
31.1,19.0,49.3,0.0,0,0.0,32.3,18.3,131.1,1013.4,24.7,16.0,210.7,18.1,10
31.8,18.1,46.0,0.0,0,0.0,31.7,18.6,184.8,1012.6,44.6,16.0,283.9,24.5,10
32.8,18.0,43.3,0.0,0,0.0,31.7,15.8,192.4,1012.0,52.4,16.0,250.5,21.6,10
32.7,18.5,45.4,8.936,100,8.33,76.0,30.8,281.2,1012.5,40.7,15.5,314.6,27.2,10
26.2,21.7,77.2,3.576,100,8.33,29.5,15.1,53.7,1013.8,62.0,15.9,153.4,13.4,10
27.6,20.4,68.3,0.0,0,0.0,40.7,16.5,95.2,1012.7,72.0,14.7,266.1,23.0,10
28.1,21.2,68.3,0.0,0,0.0,46.4,21.3,174.5,1014.4,64.2,16.0,183.6,15.8,7
26.6,22.7,79.9,14.858,100,25.0,35.3,18.0,142.0,1014.6,74.4,14.7,111.2,9.7,6
23.7,22.6,94.0,179.173,100,75.0,40.7,18.2,33.8,1012.1,96.8,10.2,27.8,2.4,3
24.8,22.3,86.2,4.781,100,54.17,55.4,17.3,2.9,1011.1,92.3,13.4,106.2,9.1,5
26.8,20.8,71.7,0.0,0,0.0,34.1,18.3,63.2,1013.3,70.9,16.0,200.5,17.4,10
27.8,20.2,65.4,0.0,0,0.0,29.1,13.1,46.3,1015.1,40.5,16.0,203.4,17.5,10
28.5,21.0,65.8,0.0,0,0.0,25.6,13.4,74.7,1014.6,36.0,16.0,206.1,17.8,10
29.6,21.7,64.7,0.0,0,0.0,34.6,18.4,133.7,1010.8,34.8,16.0,236.7,20.6,10
30.4,21.5,60.6,0.0,0,0.0,39.5,21.2,165.1,1008.8,20.9,16.0,254.9,22.2,9
29.3,21.9,65.4,0.0,0,0.0,44.6,19.3,146.3,1011.4,54.3,16.0,217.0,19.0,10
27.0,22.7,77.8,0.174,100,4.17,37.1,21.3,137.6,1014.8,78.7,16.0,128.8,11.2,6
26.7,22.3,77.7,1.467,100,8.33,18.7,16.5,199.2,1016.5,76.1,15.7,203.0,17.5,10
25.3,22.3,84.0,22.977,100,25.0,55.4,29.0,312.1,1015.3,68.1,15.3,96.2,8.5,7
24.7,22.4,87.8,4.834,100,33.33,25.9,13.1,166.9,1014.6,75.7,15.5,127.6,11.1,7
27.0,22.1,76.1,4.642,100,8.33,76.1,11.8,334.2,1016.4,42.8,15.7,193.2,16.6,10
25.4,19.9,73.4,10.649,100,16.67,88.6,22.4,282.3,1014.5,36.4,15.7,193.6,16.6,10
25.9,19.8,71.5,0.0,0,0.0,29.5,16.0,192.0,1013.2,32.5,15.9,311.4,26.9,10
28.1,21.1,67.1,0.0,0,0.0,29.5,11.7,154.1,1015.0,33.9,16.0,327.7,28.4,10
28.8,20.5,63.1,0.0,0,0.0,35.3,14.3,48.1,1015.1,20.2,16.0,242.5,21.0,10
27.4,19.6,64.7,0.0,0,0.0,20.5,15.3,96.5,1011.2,34.4,16.0,192.2,16.8,9
26.1,16.8,58.9,0.0,0,0.0,21.2,17.1,112.8,1008.8,9.8,16.0,184.7,16.1,10
25.7,15.6,56.2,0.0,0,0.0,14.0,10.4,79.6,1013.4,12.7,16.0,338.8,29.3,10
24.2,16.2,61.6,0.0,0,0.0,46.4,26.4,341.6,1019.2,32.4,16.0,324.5,28.1,10
24.2,12.7,50.4,0.0,0,0.0,16.6,9.6,54.5,1017.2,23.5,16.0,331.8,28.7,10
25.4,15.1,54.4,0.0,0,0.0,33.0,18.0,137.5,1014.0,18.1,16.0,332.2,28.7,10
24.9,14.4,53.3,0.0,0,0.0,29.5,16.1,122.0,1015.8,12.7,16.0,328.3,28.4,10
24.5,13.4,52.4,0.0,0,0.0,29.5,16.8,131.7,1017.2,19.4,16.0,336.1,29.1,10
26.5,18.3,61.3,0.0,0,0.0,35.3,19.1,137.2,1015.8,22.2,16.0,320.3,27.6,10
28.1,21.8,70.5,0.0,0,0.0,37.1,21.5,156.2,1014.2,42.8,16.0,181.3,15.9,10
28.8,20.7,63.7,0.0,0,0.0,38.9,17.9,157.7,1014.6,9.9,16.0,320.0,27.5,10
29.2,20.9,62.3,0.0,0,0.0,30.9,18.7,145.1,1015.1,11.0,16.0,316.0,27.2,10
29.3,20.2,59.7,0.0,0,0.0,31.7,17.7,138.9,1015.4,8.5,16.0,315.4,27.4,10
29.5,18.8,54.4,0.0,0,0.0,29.5,14.8,157.4,1014.7,9.9,16.0,314.1,27.1,10
29.1,15.5,46.8,0.0,0,0.0,20.9,10.1,94.1,1014.5,8.8,16.0,312.1,27.1,10
28.4,17.2,52.9,0.0,0,0.0,29.2,15.0,127.1,1014.6,15.4,15.9,302.8,26.1,10
29.5,16.8,48.4,0.0,0,0.0,28.3,14.6,178.3,1014.2,6.6,16.0,307.0,26.4,10
28.6,18.7,56.3,0.016,100,4.17,83.3,23.9,273.1,1013.6,39.5,15.9,234.1,20.1,10
24.7,7.4,34.6,0.0,0,0.0,40.7,20.7,30.7,1018.2,7.2,16.0,318.8,27.5,10
23.6,8.1,40.8,0.0,0,0.0,14.8,14.7,119.7,1019.7,5.0,15.9,311.8,27.0,10
25.1,8.1,35.7,0.0,0,0.0,31.7,15.3,160.2,1021.9,13.6,16.0,306.5,26.5,10
22.0,9.1,44.7,0.0,0,0.0,38.7,25.0,113.7,1021.6,2.9,16.0,302.8,26.0,10
20.3,7.1,43.8,0.0,0,0.0,22.3,14.4,108.0,1017.9,4.0,16.0,310.6,26.9,10
19.8,6.4,44.3,0.0,0,0.0,25.9,14.2,106.7,1017.3,0.0,16.0,317.8,27.3,10
20.2,7.7,47.7,0.0,0,0.0,15.8,12.3,93.6,1020.5,6.7,16.0,306.5,26.4,10
21.0,8.4,47.4,0.0,0,0.0,14.8,11.4,88.5,1020.6,5.3,16.0,303.0,26.1,10
22.0,10.0,48.7,0.0,0,0.0,14.0,11.6,111.5,1018.4,10.5,15.8,297.1,25.5,10
22.9,9.6,45.7,0.0,0,0.0,14.4,12.7,101.5,1018.3,13.1,15.9,291.0,25.2,10
24.1,10.4,44.9,0.0,0,0.0,14.8,8.0,334.1,1019.9,15.9,16.0,276.3,23.9,10
24.1,11.5,47.4,0.0,0,0.0,18.0,13.0,50.9,1022.3,41.0,16.0,218.2,18.7,9
21.7,9.9,47.2,0.0,0,0.0,31.7,15.5,27.7,1025.8,51.9,16.0,216.9,18.9,9
20.5,11.6,57.9,0.0,0,0.0,14.8,11.6,75.2,1024.2,39.3,16.0,245.0,20.9,10
24.1,13.0,51.2,0.0,0,0.0,33.5,20.3,151.6,1020.2,25.4,16.0,242.5,20.9,10
24.1,13.7,53.1,0.0,0,0.0,43.3,26.0,167.9,1016.4,50.8,16.0,205.0,17.8,9
26.4,15.7,54.7,0.0,0,0.0,50.0,21.2,202.8,1011.7,9.0,16.0,301.0,22.9,10
22.0,4.2,33.2,0.0,0,0.0,35.2,18.2,8.0,1016.1,2.0,16.0,272.9,23.6,10
22.0,6.3,39.4,0.0,0,0.0,34.7,17.2,210.4,1014.2,11.0,15.3,272.3,23.4,10
27.0,16.9,56.4,0.0,0,0.0,46.4,21.7,190.0,1012.8,35.9,16.0,202.2,17.5,10
21.0,16.9,78.8,6.456,100,29.17,45.9,27.0,19.5,1015.8,80.4,15.6,37.3,3.1,2
17.8,4.9,45.0,0.0,0,0.0,41.5,23.5,6.6,1020.2,41.3,16.0,273.3,23.6,10
12.7,-3.4,33.5,0.0,0,0.0,48.9,24.0,1.9,1024.6,9.2,16.0,282.0,24.4,10
11.8,-4.4,34.3,0.0,0,0.0,22.7,14.8,125.5,1025.2,2.0,16.0,277.6,24.2,10
18.9,4.6,40.9,0.0,0,0.0,40.7,21.4,280.4,1014.7,4.0,16.0,272.7,23.6,10
21.4,8.4,48.7,0.0,0,0.0,50.0,23.9,184.4,1011.5,3.3,16.0,267.5,23.1,10
23.5,14.0,57.0,0.0,0,0.0,58.6,35.4,178.2,1008.7,29.6,16.0,246.1,21.4,10
24.9,16.2,60.2,0.0,0,0.0,74.4,38.9,175.9,1008.4,56.1,16.0,210.9,18.2,10
20.1,17.7,86.8,60.333,100,70.83,53.1,29.4,172.6,1006.7,97.3,12.3,25.1,2.1,3
15.0,5.8,57.3,0.427,100,12.5,70.2,43.9,298.5,1012.9,38.8,16.0,272.8,23.5,10
14.7,5.7,58.4,0.0,0,0.0,17.6,12.7,109.9,1017.2,0.0,15.8,268.1,23.1,10
16.3,6.1,52.4,0.0,0,0.0,34.3,22.2,123.5,1015.0,24.6,16.0,239.9,20.7,10
13.7,10.4,82.2,51.592,100,54.17,63.6,24.3,31.9,1017.2,92.2,11.0,21.2,1.7,3
14.6,13.0,90.3,2.945,100,29.17,47.9,24.7,327.4,1016.6,98.3,14.0,95.4,8.1,5
17.1,11.3,71.4,0.0,0,0.0,27.7,15.2,304.3,1014.3,25.3,16.0,201.2,17.4,10
17.3,9.1,63.5,0.0,0,0.0,11.5,8.7,343.4,1015.8,49.4,15.9,234.8,20.3,10
18.4,11.4,65.3,0.0,0,0.0,31.7,19.1,143.2,1019.6,33.5,16.0,168.0,14.6,7
18.1,14.2,79.5,0.0,0,0.0,31.7,18.4,151.5,1021.3,51.8,12.7,142.2,12.2,8
21.7,18.1,80.7,0.0,0,0.0,42.4,24.5,157.3,1015.7,76.4,14.1,74.2,6.4,4
20.3,17.2,82.4,17.627,100,29.17,69.3,40.7,195.6,1009.0,83.2,14.4,33.8,2.9,2
12.2,5.7,65.8,0.0,0,0.0,38.9,19.2,215.7,1012.0,14.6,16.0,247.3,21.5,10
18.8,12.3,68.5,0.0,0,0.0,38.9,19.1,165.3,1011.7,28.5,16.0,206.8,18.7,10
21.7,20.8,95.2,5.31,100,20.83,38.9,17.0,109.2,1020.1,92.8,9.1,59.3,5.1,5
22.3,20.2,88.6,0.0,0,0.0,31.3,13.9,119.4,1022.5,74.6,11.3,113.4,9.7,7
22.8,18.0,76.6,0.0,0,0.0,41.3,23.5,153.0,1019.2,52.5,13.2,147.8,12.8,7
20.8,17.7,83.0,0.0,0,0.0,39.5,22.1,151.8,1012.1,66.9,15.1,50.8,4.2,3
10.5,7.1,80.5,11.262,100,37.5,52.6,31.7,348.0,1013.9,87.6,15.5,17.3,1.5,1
5.7,-3.1,55.1,0.0,0,0.0,47.9,21.8,353.1,1025.5,26.0,16.0,233.8,20.3,10
6.2,-3.0,54.0,0.0,0,0.0,31.0,16.1,116.1,1024.3,35.3,15.9,224.4,19.4,9
5.7,2.3,79.9,10.692,100,29.17,33.1,18.4,77.6,1018.2,95.3,14.0,28.4,2.4,3
4.6,1.6,81.6,0.0,0,0.0,35.3,22.3,330.5,1027.1,86.3,15.8,51.0,4.4,3
6.8,0.4,66.5,0.0,0,0.0,31.7,16.1,324.3,1031.5,46.2,15.7,114.8,9.9,6
7.8,-0.4,59.5,0.0,0,0.0,19.4,12.8,142.4,1029.3,19.2,16.0,219.2,19.0,9
6.6,-0.2,62.5,0.0,0,0.0,33.5,17.7,22.9,1028.1,62.6,16.0,126.0,10.8,7
3.0,-5.0,56.3,0.0,0,0.0,35.3,17.4,352.9,1031.2,75.0,16.0,55.2,4.7,2
4.9,-3.0,59.3,0.029,100,4.17,17.3,9.6,114.3,1030.9,43.2,16.0,156.1,13.4,9
8.0,2.1,67.1,0.3,100,12.5,16.6,12.0,187.1,1028.5,88.5,16.0,68.8,5.9,3
10.2,5.4,72.5,0.0,0,0.0,12.2,10.8,162.0,1025.9,72.2,16.0,142.6,12.5,7
11.8,9.0,83.4,5.035,100,37.5,27.7,15.7,131.1,1019.0,99.2,14.5,40.8,3.6,2
12.9,12.6,97.7,35.208,100,91.67,42.1,20.1,27.3,1014.9,100.0,7.5,6.8,0.6,0
12.4,10.8,90.5,0.768,100,20.83,48.1,18.0,22.1,1020.8,100.0,14.1,43.0,3.7,2
11.1,9.9,92.5,25.357,100,41.67,42.6,19.3,255.5,1010.1,92.7,10.9,33.2,2.9,2
11.2,6.4,73.8,0.0,0,0.0,42.5,19.8,301.9,1012.0,12.8,16.0,203.8,17.7,8
12.0,6.4,70.9,0.0,0,0.0,37.1,22.4,167.3,1012.4,7.8,16.0,203.6,17.5,9
19.3,13.1,69.5,0.0,0,0.0,57.8,35.1,216.7,1007.2,52.2,15.7,117.7,10.3,9
5.8,-5.1,47.4,0.0,0,0.0,53.3,30.6,10.7,1027.9,17.0,16.0,205.3,17.7,9
7.1,-2.2,53.9,0.173,100,4.17,37.1,21.1,138.2,1027.1,62.8,16.0,96.8,8.2,7
13.7,11.5,87.4,0.0,0,0.0,38.9,22.9,175.6,1018.2,89.2,13.9,30.1,2.7,1
12.0,2.1,53.1,0.0,0,0.0,51.2,30.7,351.4,1027.8,66.1,16.0,164.0,14.3,8
10.6,3.2,61.8,0.0,0,0.0,21.2,15.8,156.5,1023.4,93.8,14.7,83.0,7.1,5
18.3,14.9,82.0,0.0,0,0.0,45.2,25.0,192.1,1010.6,64.3,13.6,101.5,8.8,6
21.0,17.1,79.0,0.0,0,0.0,37.1,19.9,206.7,1012.0,55.1,15.9,115.5,9.8,7
19.3,17.4,89.6,1.293,100,29.17,25.9,16.1,248.8,1019.4,95.7,11.1,45.1,4.1,4
19.2,17.2,88.3,6.086,100,16.67,22.3,11.8,300.3,1019.4,94.0,11.1,68.6,5.9,4
17.2,16.3,94.6,1.294,100,12.5,18.4,13.8,55.0,1018.8,97.1,7.1,30.6,2.6,2
17.5,16.4,93.4,18.53,100,41.67,48.2,20.5,200.4,1017.5,97.6,11.2,40.8,3.3,3
12.6,10.6,88.4,6.386,100,16.67,38.9,17.8,352.2,1019.6,100.0,13.1,60.7,5.4,4
14.6,13.3,91.9,1.293,100,29.17,46.3,27.3,131.0,1013.7,100.0,11.0,30.7,2.6,2
16.7,11.9,74.8,13.263,100,16.67,58.3,30.2,179.9,1005.5,76.7,14.3,36.5,3.0,2
11.1,0.9,50.0,0.058,100,8.33,39.9,26.3,299.2,1009.8,46.1,16.0,162.2,14.1,8
7.3,-2.4,51.9,0.0,0,0.0,31.7,16.9,310.0,1016.9,2.0,16.0,185.5,16.1,8
5.6,-4.4,50.6,0.0,0,0.0,55.4,20.0,341.7,1020.0,53.6,16.0,83.5,7.2,5
5.5,-6.3,45.1,0.0,0,0.0,33.5,18.7,318.6,1022.6,8.5,15.9,187.7,16.3,8
6.3,-5.2,47.5,0.0,0,0.0,33.5,20.8,137.6,1024.4,42.7,16.0,180.8,15.7,7
7.6,1.3,66.5,0.0,0,0.0,37.1,23.7,132.9,1022.3,99.5,15.8,39.0,3.5,2
8.2,3.1,73.2,0.375,100,8.33,50.0,20.0,19.0,1027.9,59.7,13.2,164.9,14.4,8
5.1,0.8,75.7,0.0,0,0.0,27.7,16.8,223.4,1022.4,48.2,15.1,139.5,12.1,6
-3.1,-7.3,73.5,0.0,0,0.0,70.2,52.7,331.6,1022.6,76.0,11.8,42.8,3.7,2
-8.2,-19.4,40.9,0.0,0,0.0,55.4,30.3,332.7,1040.0,45.0,16.0,144.7,12.6,8
-2.8,-15.5,37.9,0.0,0,0.0,33.5,14.3,320.7,1036.0,32.8,16.0,167.9,14.6,8
2.7,-11.9,37.1,0.0,0,0.0,31.7,17.1,202.8,1028.5,28.8,16.0,182.0,15.8,8
5.3,-6.3,43.5,0.0,0,0.0,46.4,26.2,317.9,1023.7,32.2,16.0,93.3,8.1,6
2.2,-7.1,52.0,0.0,0,0.0,44.6,24.6,149.8,1023.8,27.2,16.0,182.7,15.8,7
12.6,5.6,63.4,0.0,0,0.0,65.4,35.4,175.1,1010.7,39.6,15.9,173.6,14.8,8
18.6,12.1,67.4,0.0,0,0.0,50.3,28.2,212.7,1012.1,73.2,16.0,96.7,8.4,6
13.0,5.1,60.0,0.0,0,0.0,14.8,11.2,331.8,1014.6,69.5,16.0,104.2,9.1,5
16.3,7.3,56.9,0.0,0,0.0,38.0,20.1,181.2,1010.7,34.9,16.0,159.2,13.7,8
